"Sample.Point.Code","Date","Hour","Type","Subgroup","Parameter","Species","Operator","Value","Unit","Additional.information","Situation","Level","Depth"
"L-N10","23/08/2023","10:53","LITORALES","Fitoplancton","Clorofila A","-","=",2.49,"µg/l","","L","F",-25
"L-N10","20/11/2023","10:41","LITORALES","Fitoplancton","Clorofila A","-","=",1.03,"µg/l","","L","S",0
"L-N10","20/11/2023","10:41","LITORALES","Fitoplancton","Clorofila A","-","=",0.47,"µg/l","","L","F",-25
"L-N10","13/02/2023","10:18","LITORALES","Fitoplancton","Clorofila A","-","=",0.36,"µg/l","","L","S",0
"L-N10","13/02/2023","10:18","LITORALES","Fitoplancton","Clorofila A","-","=",0.4,"µg/l","","L","F",-25
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Tritia varicosa","=",0.03,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Urothoe pulchella","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Urothoe pulchella","=",0.003,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (biomasa)","-","=",0.4073,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (densidad)","-","=",463,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Coeficiente biótico","-","=",1.39,"-","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (biomasa)","-","=",4.34,"bit/g","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (densidad)","-","=",4.32,"bit/ind","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad máxima","-","=",5.32,"bit","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (biomasa)","-","=",0.82,"-","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (densidad)","-","=",0.82,"-","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Índice biótico","-","=",2,"-","Contaminación ligera","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Multimetric AZTI's Marine Biotic Index","-","=",0.972,"-","Muy Bueno","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Riqueza de especies","-","=",39,"Nº especies","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Abra prismatica","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Abra prismatica","=",0.0323,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Ampelisca brevicornis","=",63,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Ampelisca brevicornis","=",0.0437,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Ampharete santillani","=",13,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Ampharete santillani","=",0.0033,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Aponuphis ornata","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Aponuphis ornata","=",0.0037,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Aricidea pseudoarticulata","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Aricidea pseudoarticulata","=",0.0013,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Aricidea roberti","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Aricidea roberti","=",0.001,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Copepoda","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Copepoda","=",7e-04,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Cossura sp.","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Cossura sp.","=",3e-04,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Decapoda","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Decapoda","=",3e-04,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Edwardsia sp.","=",20,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Edwardsia sp.","=",0.0513,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Fabulina fabula","=",10,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Fabulina fabula","=",0.0197,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Haplostylus normani","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Haplostylus normani","=",0.0033,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Hippomedon denticulatus","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Hippomedon denticulatus","=",0.0093,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Liocarcinus pusillus","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Liocarcinus pusillus","=",0.014,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Mactra stultorum","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Mactra stultorum","=",0.0023,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona alleni","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona alleni","=",0.0013,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona filiformis","=",27,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona filiformis","=",0.0057,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona johnstoni","=",10,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona johnstoni","=",0.006,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Malacoceros vulgaris","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Malacoceros vulgaris","=",0.0017,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Maldanidae","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Maldanidae","=",0.001,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Mediomastus fragilis","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Mediomastus fragilis","=",0.001,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","NEMERTEA","=",10,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","NEMERTEA","=",0.002,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nephtys assimilis","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Nephtys assimilis","=",0.0107,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Notocirrus scoticus","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Notocirrus scoticus","=",0.0087,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Owenia fusiformis","=",10,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Owenia fusiformis","=",0.018,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Paradoneis armata","=",90,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Paradoneis armata","=",0.0467,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Pariambus typicus","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Pariambus typicus","=",3e-04,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Parougia caeca","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Parougia caeca","=",0.001,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Podocoryna carnea","=",0,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Podocoryna carnea","=",0.001,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Prionospio cristaventralis","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Prionospio cristaventralis","=",0.0053,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Prionospio sp.","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Prionospio sp.","=",3e-04,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Pyrgiscus crenatus","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Pyrgiscus crenatus","=",0.0263,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Sigalion mathildae","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Sigalion mathildae","=",0.0077,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiochaetopterus costarum","=",37,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiochaetopterus costarum","=",0.0137,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes bombyx","=",7,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes bombyx","=",0.0057,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes convexus","=",47,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes convexus","=",0.014,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes pulchram","=",13,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes pulchram","=",0.0073,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Thracia villosiuscula","=",3,"Ind/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Thracia villosiuscula","=",0.0023,"g/m2","","-","-",0
"L-N10","02/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Tritia varicosa","=",3,"Ind/m2","","-","-",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Skeletonema sp. 5-10 µm","=",0.52,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Plagioselmis spp.","=",48.852,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","GYMNODINIALES <=20 µm","=",10.62,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Clorofila A","-","=",0.18,"µg/l","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Clorofila A","-","=",0.47,"µg/l","","L","F",-25
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Pedinellales","=",10.62,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Mesodinium rubrum complex","=",0.08,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Prorocentrum micans","=",0.02,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Protoperidinium bipes","=",0.02,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia spp. >5 µm","=",0.82,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Pyramimonas sp.","=",2.124,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Teleaulax amphioxeia","=",2.124,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Teleaulax gracilis","=",3.186,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Thalassiosira sp. (cadena 10-20 µm)","=",0.85,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Abundancia (densidad)","-","=",125185,"Células/l","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Diversidad","-","=",3.057,"bit/cel","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Riqueza de especies","-","=",23,"Nº especies","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Chaetoceros curvisetus","=",0.28,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Chaetoceros salsugineus","=",1.063,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Chrysochromulina/Imantonia/Phaeocystis","=",12.744,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","CRYPTOPHYCOPHYTA <5 µm","=",2.124,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","CRYPTOPHYCOPHYTA 5-10 µm","=",2.124,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Eutreptiella eupharyngea","=",0.04,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Guinardia delicatula","=",4.994,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Guinardia flaccida","=",0.62,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Leptocylindrus danicus/hargravesii","=",0.12,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Leucocryptos sp.","=",12.744,"cel/ml","","L","S",0
"L-N20","25/04/2023","11:51","LITORALES","Fitoplancton","Nº células","Formas sin identificar (<=10 µm)","=",8.496,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Tripos lineatus","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Abundancia (densidad)","-","=",181832,"Células/l","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Diversidad","-","=",3.517,"bit/cel","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Riqueza de especies","-","=",49,"Nº especies","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Alexandrium sp.","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Biddulphia alternans","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","CENTRALES >20 µm","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","CENTRALES 10-20 µm","=",2.124,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Formas sin identificar (<=10 µm)","=",4.248,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","GYMNODINIALES <=20 µm","=",21.24,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gyrodinium sp. >50 µm","=",0.04,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gyrodinium sp. 20-50 µm","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","PENNALES <=10 µm","=",2.124,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Clorofila A","-","=",0.96,"µg/l","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Clorofila A","-","=",0.59,"µg/l","","L","F",-25
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Centrodinium pavillardii/punctatum","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Chaetoceros (Hyalochaete) spp.","=",0.12,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Chrysochromulina/Imantonia/Phaeocystis","=",21.24,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","CRYPTOPHYCOPHYTA <5 µm","=",10.62,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","CRYPTOPHYCOPHYTA 5-10 µm","=",2.124,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Detonula pumila","=",0.08,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Dictyocha fibula","=",0.14,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Diplopsalis group","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Eutreptiella eupharyngea","=",0.14,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gonyaulax digitale","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gonyaulax monacantha","=",0.06,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gonyaulax polygramma","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Guinardia flaccida","=",0.1,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Gyrodinium cf. flagellare","=",4.248,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Heterocapsa sp.","=",12.744,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Lauderia annulata","=",1.26,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Lithodesmium undulatum","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Mesodinium rubrum complex","=",0.6,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Nitzschia longissima","=",0.06,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Oxytoxum gracile","=",0.04,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Plagioselmis spp.","=",50.976,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Proboscia alata","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Prorocentrum micans","=",0.22,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Protoperidinium steinii","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia multistriata","=",0.24,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia spp. <5 µm","=",0.08,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Pyramimonas sp.","=",8.496,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Scrippsiella group","=",12.744,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Teleaulax amphioxeia","=",2.124,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Teleaulax gracilis","=",8.496,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Teleaulax minuta","=",12.744,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Thalassionema nitzschioides","=",0.22,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Thalassionema sp.","=",0.12,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Thalassiosira cf. Mediterranea","=",0.16,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Thalassiosira sp. (cadena 10-20 µm)","=",1.36,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Torodinium sp.","=",0.04,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Tripos azoricus","=",0.02,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Tripos furca","=",0.08,"cel/ml","","L","S",0
"L-N20","20/11/2023","10:16","LITORALES","Fitoplancton","Nº células","Tripos fusus","=",0.12,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Clorofila A","-","=",0.96,"µg/l","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Clorofila A","-","=",1.08,"µg/l","","L","F",-25
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","CRYPTOPHYCOPHYTA 5-10 µm","=",0.02,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Chrysochromulina/Imantonia/Phaeocystis","=",101.952,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Gyrodinium cf. flagellare","=",4.248,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Hemiselmis spp.","=",4.248,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Heterocapsa sp.","=",31.86,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Katodinium sp.","=",0.02,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Leptocylindrus convexus","=",0.08,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Leptocylindrus minimus","=",0.12,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Leucocryptos sp.","=",14.868,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Lithodesmium undulatum","=",0.08,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Mesodinium rubrum complex","=",0.14,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Mesoporos perforatus","=",0.02,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Nitzschia longissima","=",0.62,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Octactis octonaria","=",0.02,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Pedinellales","=",4.248,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Plagioselmis spp.","=",165.672,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Prorocentrum triestinum","=",0.02,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia galaxiae","=",8.496,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia multistriata","=",0.04,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Pseudo-nitzschia spp. <5 µm","=",0.16,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Pyramimonas sp.","=",8.496,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Rapaza viridis","=",0.04,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Rhizosolenia setigera f. setigera","=",0.26,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Scrippsiella group","=",0.04,"cel/ml","","L","S",0
"L-N20","08/08/2023","10:38","LITORALES","Fitoplancton","Nº células","Teleaulax gracilis","=",8.496,"cel/ml","","L","S",0
